index,Unnamed: 0,date,text,sentiment_scores,subjectivity_scores
0,0,Sun Jan 19 23:59:56 +0000 2020,RT @VOANews: China Reports 139 New Coronavirus Cases Over the Weekend https://t.co/bjGSHhtATa,0.13636363636363635,0.45454545454545453
1,1,Sun Jan 19 23:59:43 +0000 2020,"RT @CBCAlerts: China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical experts are s…",0.0909090909090909,0.30303030303030304
2,2,Sun Jan 19 23:59:43 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…",0.0,0.0
3,3,Sun Jan 19 23:59:41 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…",0.0,0.0
4,4,Sun Jan 19 23:59:36 +0000 2020,😷 #coronavirus https://t.co/gJdutUteOe,0.0,0.0
6,6,Sun Jan 19 23:59:27 +0000 2020,"RT @g1: Os sintomas são febre e cansaço, acompanhados de tosse seca e, em muitos casos, dificuldades respiratórias ==&gt; https://t.co/BIVQcR6…",0.0,0.0
8,8,Sun Jan 19 23:59:15 +0000 2020,"CHINA REPORTA 17 NUEVOS CASOS DEL MISTERIOSO ""CORONAVIRUS"" https://t.co/plkNtoibjP",0.0,0.0
11,11,Sun Jan 19 23:59:09 +0000 2020,"RT @ChannelNewsAsia: JUST IN: Third #WuhanPneumonia death reported by China, virus confirmed to have spread to Beijing, Guangdong province…",0.2,0.5
13,13,Sun Jan 19 23:58:59 +0000 2020,RT @faznet: Das Ausmaß der mysteriösen Lungenkrankheit in China ist wohl größer als bisher angenommen. Ausländische Experten schätzen die Z…,0.0,0.0
14,14,Sun Jan 19 23:58:56 +0000 2020,"RT @MMKavanagh: Still true: border screenings are largely ineffective against outbreaks like #Whuhan novel coronavirus.
Still true: politic…",0.30476190476190473,0.5761904761904763
15,15,Sun Jan 19 23:58:54 +0000 2020,"RT @WHO: #China🇨🇳 has reported to WHO 139 new cases of the novel #coronavirus (2019-nCoV) in #Wuhan, #Beijing and #Shenzhen over the past t…",-0.05681818181818182,0.3522727272727273
17,17,Sun Jan 19 23:58:48 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…,0.34545454545454546,0.6515151515151515
21,21,Sun Jan 19 23:58:25 +0000 2020,"JUST IN: Third #WuhanPneumonia death reported by China, virus confirmed to have spread to Beijing, Guangdong provin… https://t.co/LEdWxrxOh6",0.2,0.5
25,25,Sun Jan 19 23:57:57 +0000 2020,2020-01-20 02:51:59 Health Commission of Guangdong Province announced: 2 confirmed on  #WuhanPneumonia… https://t.co/2iiUHLg9lt,0.4,1.0
27,27,Sun Jan 19 23:57:52 +0000 2020,"RT @OliviaSiongCNA: Beijing has just confirmed two cases of the coronavirus, Chinese media reports",0.2,0.5
29,29,Sun Jan 19 23:57:41 +0000 2020,Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days https://t.co/yey8bjpasG https://t.co/jOYY93WBoW,-0.02121212121212122,0.28484848484848485
30,30,Sun Jan 19 23:57:39 +0000 2020,"RT @Rover829: SHANGHAI, Jan 20 (Reuters) - China on Monday reported 139 new cases of pneumonia over the weekend, caused by the outbreak of…",0.13636363636363635,0.45454545454545453
31,31,Sun Jan 19 23:57:34 +0000 2020,"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A: https://t.co/PKzKaO2yfK https://t.co/eNhlhR0PEq",0.0,0.0
32,32,Sun Jan 19 23:57:33 +0000 2020,US airports screen passengers as coronavirus outbreak expands https://t.co/VpLbIYLonj #news https://t.co/FXV2YGI0Wk,0.0,0.0
33,33,Sun Jan 19 23:57:30 +0000 2020,"RT @MariettaDaviz: The true scale of the SARS-like virus in China is likely far bigger than reported, some estimates 1,723 people infected.…",0.11249999999999999,0.7875
34,34,Sun Jan 19 23:57:28 +0000 2020,"China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical expe… https://t.co/fofNC8z7N7",0.0909090909090909,0.30303030303030304
35,35,Sun Jan 19 23:57:24 +0000 2020,RT @strangegarden7: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News https://t.co/7tg…,-0.02121212121212122,0.28484848484848485
37,37,Sun Jan 19 23:57:22 +0000 2020,RT @W7VOA: Beijing Daxing Health Commission confirms 2 #coronavirus cases; Guangdong Province confirms 1 case. #China,0.0,0.0
38,38,Sun Jan 19 23:57:19 +0000 2020,"RT @WHO: As more novel #coronavirus (2019-nCoV) cases are identified and more analysis undertaken, we will get a clearer picture of disease…",0.5,0.5
39,39,Sun Jan 19 23:57:17 +0000 2020,Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News https://t.co/2Ytp2gqBK1,-0.02121212121212122,0.28484848484848485
40,40,Sun Jan 19 23:57:16 +0000 2020,RT @HuarenNews: 帝国理工的流行病学者估算，#武汉肺炎 的新冠状病毒的实际感染者，大约有1700例，远多于公布数字。其计算模型是根据境外发现的外国游客数量，以及武汉天河机场每天出入境的国际游客数量，估算出感染概率，再根据武汉市的总人口数，算出实际发病人数。英国人又…,0.0,0.0
41,41,Sun Jan 19 23:57:12 +0000 2020,"RT @WHO: For the first time, there are novel #coronavirus (2019-nCoV) cases reported outside of #Wuhan, within #China🇨🇳.
These cases were i…",0.125,0.19166666666666665
48,48,Sun Jan 19 23:56:43 +0000 2020,"RT @CGTNOfficial: Beijing has confirmed that for the first time, two people have been diagnosed with the #coronavirus. They have a history…",0.325,0.6666666666666666
49,49,Sun Jan 19 23:56:43 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend.",0.13636363636363635,0.45454545454545453
52,52,Sun Jan 19 23:56:36 +0000 2020,"RT @BNONews: BREAKING: Japan reports 1st case of infection with new type of coronavirus, making it the 2nd case outside of China - Kyodo",0.04545454545454545,0.16818181818181818
53,53,Sun Jan 19 23:56:35 +0000 2020,RT @GordonGChang: The #WuhanPneumonia has now spread across #China. This coronavirus will infect even more during the upcoming Lunar New Ye…,0.3181818181818182,0.4772727272727273
54,54,Sun Jan 19 23:56:32 +0000 2020,"RT @nytimes: Chinese authorities said on Sunday that 17 more people had been infected with a mysterious new virus, raising questions about…",0.1590909090909091,0.48863636363636365
58,58,Sun Jan 19 23:56:18 +0000 2020,"RT @WHO: WHO urges countries to continue preparedness activities for the novel #coronavirus (2019-nCoV), and continue sharing of informatio…",0.0,0.0
59,59,Sun Jan 19 23:56:16 +0000 2020,"RT @WHO: Practise #FoodSafety:
Even in areas experiencing outbreaks, 🥩🍗 meat products can be safely consumed if these items are cooked thor…",0.5,0.5
60,60,Sun Jan 19 23:56:13 +0000 2020,China steps up efforts to contain growing coronavirus outbreak - https://t.co/hhQDdIP7xj https://t.co/ngMIRBHL0W,0.0,0.0
61,61,Sun Jan 19 23:56:08 +0000 2020,"RT @WHO: Protect yourself &amp; others from getting sick:
5⃣ Practice #FoodSafety 🍽 

👉🏼 https://t.co/Dcv7C9iBGy

#coronavirus https://t.co/8Fp…",-0.7142857142857143,0.8571428571428571
62,62,Sun Jan 19 23:56:04 +0000 2020,"RT @OliviaSiongCNA: Beijing has just confirmed two cases of the coronavirus, Chinese media reports https://t.co/oUrDgel5qH",0.2,0.5
64,64,Sun Jan 19 23:56:01 +0000 2020,RT @Potrblog: Interesting that #Dogs / #DogMeat are left out as the probable source of the #SARS like #coronavirus outbreak spreading from…,0.25,0.25
65,65,Sun Jan 19 23:55:58 +0000 2020,"RT @WHO: Protect others from getting sick:
2⃣ Completely cover your mouth &amp; nose with a tissue or a sleeve or flexed elbow when coughing or…",-0.30714285714285716,0.6285714285714286
66,66,Sun Jan 19 23:55:58 +0000 2020,"RT @WHO: How to handwash?
Use 🧼 and water for at least 40-60 seconds

How to handrub?
Use alcohol-based handrub 🧴 for 20-30 seconds 

#coro…",-0.3,0.4
71,71,Sun Jan 19 23:55:43 +0000 2020,@AmbCuiTiankai Bio warfare. Observations https://t.co/scsGURSk7K,0.0,0.0
72,72,Sun Jan 19 23:55:42 +0000 2020,"RT @hayesluk: 59 new cases on 18th
77 new cases on 19th
1 new dead case

66 male 70 female

25 yo to 89 yo

onset before 18th jan

total ca…",0.029870129870129863,0.3971861471861472
73,73,Sun Jan 19 23:55:35 +0000 2020,Los #coronavirus causan desde gripa hasta enfermedad grave. Para reducir riesgo:👏🏽Higiene de manos 😤Tapa boca-nariz… https://t.co/e2KWpiw3xq,0.0,0.0
74,74,Sun Jan 19 23:55:31 +0000 2020,"RT @WHO: Wash your 🖐🏼 with 🧼 and running water when hands are visibly dirty.

If your 🖐🏼 are not visibly dirty, wash them with 🧼 and water…",-0.6,0.8
75,75,Sun Jan 19 23:55:22 +0000 2020,"RT @BNONews: BREAKING: Chinese city of Wuhan reports 136 new cases of new type of coronavirus, raising total there to 198",0.06818181818181818,0.4147727272727273
78,78,Sun Jan 19 23:55:18 +0000 2020,"RT @WHO: Q: What is a #coronavirus?

A: Coronaviruses are a large family of viruses that are known to cause illness ranging from the common…",0.21428571428571427,0.42857142857142855
80,80,Sun Jan 19 23:55:06 +0000 2020,RT @annie_sparrow: C3P--Coronavirus #3 causing Pneumonia--was born in Wuhan market in early Dec. 17 new local cases &amp; 3 suspected cases in…,0.07878787878787878,0.2515151515151515
82,82,Sun Jan 19 23:54:50 +0000 2020,RT @Kabar24: China: Wabah Coronavirus Masih Dapat Dikendalikan https://t.co/iyuMnaBCLJ,0.0,0.0
83,83,Sun Jan 19 23:54:35 +0000 2020,"RT @CEPIvaccines: As more cases of the novel coronavirus 2019-nCoV emerge, our CEO, Richard Hatchett, discusses how rapid genetic sequencin…",0.5,0.5
89,89,Sun Jan 19 23:54:15 +0000 2020,RT @lopezdoriga: #LoMásLeído OMS activa alerta mundial en hospitales por nuevo coronavirus https://t.co/YVw7awmT0q,0.0,0.0
90,90,Sun Jan 19 23:54:10 +0000 2020,"🔘 HAH! Bİ SEN EKSİKTİN: #SARS VİRÜSÜ!
☑ https://t.co/WevO5VrPHE",0.0,0.0
91,91,Sun Jan 19 23:54:10 +0000 2020,RT @WHO: Reduce your risk of #coronavirus infection: https://t.co/ZwyFVwY6EU,0.0,0.0
92,92,Sun Jan 19 23:54:02 +0000 2020,"A confirmed case of novel coronavirus has been detected in Japan. Here's what you need to know about the virus.

https://t.co/xFxHsDyR8S",0.4,1.0
94,94,Sun Jan 19 23:53:45 +0000 2020,Alerta internacional ante nuevo coronavirus chino https://t.co/Yl2lcbbqLN,0.0,0.0
95,95,Sun Jan 19 23:53:38 +0000 2020,Follow on tweet- “Reuters: The Wuhan Municipal Health Commission said in a statement that 136 cases of coronavirus… https://t.co/eba2oxEDIJ,0.0,0.0
96,96,Sun Jan 19 23:53:35 +0000 2020,"https://t.co/6HKjoBl54I

As of 22:00 on January 19th, 198 cases of #WuhanPneumonia have been reported in our city,… https://t.co/8W1EpCKgvy",0.0,0.0
98,98,Sun Jan 19 23:53:22 +0000 2020,RT @marynmck: Crucial thread from biosecurity and epidemics expert @T_Inglesby on the sudden big jump in case numbers of the new coronaviru…,0.03409090909090909,0.5136363636363637
100,100,Mon Jan 20 23:59:59 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…,0.0,0.0
101,101,Mon Jan 20 23:59:58 +0000 2020,https://t.co/qzKxGn2sWL,0.0,0.0
103,103,Mon Jan 20 23:59:57 +0000 2020,RT @MerlinofCanada: New Chinese virus 'will have infected hundreds' #coronavirus https://t.co/Heph3BKAyN,0.06818181818181818,0.22727272727272727
104,104,Mon Jan 20 23:59:57 +0000 2020,RT @PatheNeuro: เอาแล้วไง   https://t.co/EfSrqZdtV1,0.0,0.0
105,105,Mon Jan 20 23:59:57 +0000 2020,@JapaDoBonor0 @JapaDoBonor0  o que é esse coronavirus? E se cuida ae japa. Tome mt cuidado.,0.0,0.0
106,106,Mon Jan 20 23:59:57 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…,0.0,0.0
107,107,Mon Jan 20 23:59:56 +0000 2020,RT @NewsHour: The head of a Chinese government expert says human-to-human transmission has been confirmed in an outbreak of a new coronavir…,0.1787878787878788,0.48484848484848486
108,108,Mon Jan 20 23:59:56 +0000 2020,"RT @howroute: BREAKING NEWS: This is not a scene from some apocalyptic horror movie, this is a #coronavirus outbreak in China. The SARS lik…",0.0,0.0
109,109,Mon Jan 20 23:59:56 +0000 2020,RT @SkyNewsBreak: World Health Organisation says emergency meeting in Geneva on Wednesday will discuss whether new Coronavirus constitutes…,0.13636363636363635,0.45454545454545453
110,110,Mon Jan 20 23:59:56 +0000 2020,"RT @theage: Flights arriving in Australia from the Chinese city of Wuhan will now be met by biosecurity staff, to be screened for a Coronav…",0.0,0.0
111,111,Mon Jan 20 23:59:55 +0000 2020,"RT @DrKwanEC: #公共衛生 

在 #SARS 疫症時為港人認識的呼吸科專家鍾南山指引起 #武漢肺炎 的冠狀病毒🦠能人傳人散播。

A expert in respiratory diseases from China - #ZHONGNanshan said no…",0.0,0.0
113,113,Mon Jan 20 23:59:55 +0000 2020,"RT @puce57500: Le #coronavirus chinois semble devenir un vrai problème. La transmission inter humaine est officiellement validée.
 https://…",0.0,0.0
115,115,Mon Jan 20 23:59:53 +0000 2020,I’ve cancelled my delivery!  #coronavirus #popalongnow https://t.co/hFhuw3OaCC,0.0,0.0
120,120,Mon Jan 20 23:59:49 +0000 2020,"RT @observint: CORONAVÍRUS: Já foram confirmados + de 200 casos desse misterioso novo vírus, incluindo 3 mortes. O vírus se espalha por con…",0.0,0.0
121,121,Mon Jan 20 23:59:49 +0000 2020,RT @love_Thai_555: Mr Shorley had to be transported to hospital by a specialised seaplane because his lung had collapsed and he could not c…,0.0,0.0
122,122,Mon Jan 20 23:59:48 +0000 2020,"Lo último que necesitaba saber, un nuevo virus parecido al sars se está propagando en Asia *siente un escalofríos* #coronavirus",0.0,0.0
123,123,Mon Jan 20 23:59:47 +0000 2020,RT @RPPNoticias: 🔴 ¡ATENCIÓN! China está viviendo una emergencia sanitaria que ha alarmado a la Organización Mundial de Salud. Este es el v…,0.0,0.0
124,124,Mon Jan 20 23:59:46 +0000 2020,RT @allezchezmouss: Le monde entier part en couilles total mais ça effraie personne ?#coronavirus,0.0,0.75
126,126,Mon Jan 20 23:59:45 +0000 2020,"RT @amehta__: There were plague outbreaks in 1720, 1820, 1920....
This really isn’t our year #coronavirus https://t.co/YKjgmXJDUD",0.2,0.2
127,127,Mon Jan 20 23:59:45 +0000 2020,"China: el ""coronavirus"" se transmite de persona a persona https://t.co/CLm60f0nEY",0.0,0.0
128,128,Mon Jan 20 23:59:45 +0000 2020,"RT @armandoextremo: Sala de aislamiento del hospital de Wuhan, China. 
Brote de neumonía causada por un nuevo tipo de coronavirus en China…",0.0,0.0
129,129,Mon Jan 20 23:59:43 +0000 2020,"RT @doctormosqueda: Abro hilo del nuevo coronavirus causante de brote de infecciones respiratorias en Wuhan, China. 
- Nuevo virus identifi…",0.0,0.0
130,130,Mon Jan 20 23:59:42 +0000 2020,"RT @CNN: China has reported 139 new cases of pneumonia caused by a new strain of coronavirus, including a third death, as the outbreak spre…",0.0909090909090909,0.30303030303030304
131,131,Mon Jan 20 23:59:42 +0000 2020,RT @love_Thai_555: A British tourist fighting for his life in Thailand is feared to be the first Western victim of the coronavirus sweeping…,0.04375,0.09583333333333333
132,132,Mon Jan 20 23:59:42 +0000 2020,"RT @kompasiana: Waspada Virus Corona Jenis Baru, Sudahkah Masuk ke Indonesia? Kenali Gejalanya https://t.co/2TzKg0Pr5p",0.0,0.0
133,133,Mon Jan 20 23:59:42 +0000 2020,Coronavirus é aquele vírus da Corona cerveja mexicana né?,0.0,0.0
134,134,Mon Jan 20 23:59:41 +0000 2020,"RT @smh: Passengers arriving in Sydney from the Chinese city of Wuhan will be screened for coronavirus, which has already killed at least t…",-0.16666666666666666,0.13333333333333333
135,135,Mon Jan 20 23:59:41 +0000 2020,"RT @CNN: A new Chinese coronavirus, a cousin of the SARS virus, has infected more than 200 people since the outbreak began in Wuhan, China,…",0.21212121212121213,0.3181818181818182
136,136,Mon Jan 20 23:59:41 +0000 2020,RT @lasillarota: Alerta en la #OMS por  virus #coronavirus  que inició en #China y que se extendió a otros tres países. https://t.co/qOStrc…,0.0,0.0
137,137,Mon Jan 20 23:59:41 +0000 2020,It started as a few cases of pneumonia in workers at a fish market in central China. Now a new virus has the world… https://t.co/L5FQCiFkvn,-0.02121212121212122,0.26818181818181813
138,138,Mon Jan 20 23:59:40 +0000 2020,RT @CBCHealth: China confirms human-to-human transmission of new coronavirus https://t.co/Adyfi55RYb https://t.co/l8UWcD6rlo,0.13636363636363635,0.45454545454545453
140,140,Mon Jan 20 23:59:39 +0000 2020,"RT @CulturaColectiv: ¿Están en peligro los Juegos Olímpicos?

https://t.co/1llz8T4rtA",0.0,0.0
144,144,Mon Jan 20 23:59:37 +0000 2020,RT @ReutersLatam: China confirma contagio entre humanos de coronavirus y OMS convoca a comité de emergencia https://t.co/CQkVNTmGx9 https:/…,0.0,0.0
145,145,Mon Jan 20 23:59:37 +0000 2020,"RT @ezracheungtoto: #BREAKING: Pulmonology expert from China’s National Health Commission, Zhong Nanshan, has confirmed on a CCTV News prog…",0.4,1.0
149,149,Mon Jan 20 23:59:30 +0000 2020,#coronavirus Is it safe to drink @corona s? https://t.co/jmSdPJxeK6,0.5,0.5
150,150,Mon Jan 20 23:59:29 +0000 2020,RT @CBCAlerts: @CBCNews Update: A 4th person has died from pneumonia in the central Chinese city of Wuhan following the outbreak of a new c…,0.03409090909090909,0.2011363636363636
151,151,Mon Jan 20 23:59:28 +0000 2020,RT @YoVet_Oficial: Los Veterinarios conocemos bien a los #coronavirus. Durante el 2002/2003 uno de ellos el SARS-CoV causó más de 8.000 inf…,0.0,0.0
154,154,Mon Jan 20 23:59:27 +0000 2020,RT @MerlinofCanada: https://t.co/2l9JfoX3F4,0.0,0.0
158,158,Mon Jan 20 23:59:24 +0000 2020,"RT @BNODesk: NEW: Another coronavirus patient in Wuhan has died, raising the death toll to 4. The latest victim is an 89-year-old man. 44 p…",0.1871212121212121,0.4681818181818182
162,162,Mon Jan 20 23:59:22 +0000 2020,RT @IntraMednet: OMS/OPS: Alerta Epidemiológica por nuevo Coronavirus. Medidas preliminares y vigilancia. https://t.co/bwfmtTlJ1m https://t…,0.0,0.0
163,163,Mon Jan 20 23:59:21 +0000 2020,RT @CBCAlerts: The head of a Chinese government expert team has confirmed human-to-human transmission of a new type of coronavirus has take…,0.1787878787878788,0.48484848484848486
164,164,Mon Jan 20 23:59:21 +0000 2020,"RT @RobJBye: Looks like someone is playing @NdemicCreations Plague Inc on realistic settings. #coronavirus 

https://t.co/Iqgzqgri1k https:…",0.16666666666666666,0.3333333333333333
165,165,Mon Jan 20 23:59:21 +0000 2020,"サーズとかなつい気がする。気をつけましょう。
ソースはここ↓国立感染症研究所「コロナウイルスとは」
https://t.co/ORwGNDWxgL",0.0,0.0
166,166,Mon Jan 20 23:59:20 +0000 2020,RT @monerorape: Hilo sobre el #coronavirus,0.0,0.0
167,167,Mon Jan 20 23:59:19 +0000 2020,RT @PediatraConTOC: Cuando lanzan alerta epidemiológica por el nuevo coronavirus https://t.co/nhhDc8HlDm,0.0,0.0
171,171,Mon Jan 20 23:59:19 +0000 2020,Corona vírus é o vírus que te deixa bebada?,0.0,0.0
172,172,Mon Jan 20 23:59:19 +0000 2020,RT @ElNuevoDia: China confirma la transmisión del coronavirus entre personas https://t.co/HOYOFGsi02,0.0,0.0
173,173,Mon Jan 20 23:59:19 +0000 2020,"RT @CDCgov: CDC is closely monitoring an outbreak of 2019 novel #coronavirus in Wuhan, China. Get the latest updates from CDC for
✈️Travele…",0.5,0.9
175,175,Mon Jan 20 23:59:18 +0000 2020,"RT @kat_hara_Nikkei: Spreading: China virus extends reach as human transmission is confirmed

#coronavirus #WuhanPneumonia #China #health
h…",0.2,0.55
179,179,Mon Jan 20 23:59:17 +0000 2020,RT @philanthropute_: Les asiatiques en ce moment #coronavirus https://t.co/4UTtT9Wyxa,0.0,0.0
183,183,Mon Jan 20 23:59:16 +0000 2020,"RT @IndoPac_Info: #China coronavirus: WHO to hold emergency meeting as Sars-like virus spreads in #Asia

Will decide whether to declare out…",0.0,0.0
184,184,Mon Jan 20 23:59:15 +0000 2020,"RT @cnni: A new Chinese coronavirus, a cousin of the SARS virus, has infected more than 200 people since the outbreak began in Wuhan, China…",0.21212121212121213,0.3181818181818182
185,185,Mon Jan 20 23:59:14 +0000 2020,RT @skchhhhh: MDR MA FOIIIIIIIIII #coronavirus #China_is_terrorist https://t.co/mZNSkitWlR,0.0,0.0
187,187,Mon Jan 20 23:59:14 +0000 2020,E ainda tem o Corona vírus,0.0,0.0
189,189,Mon Jan 20 23:59:13 +0000 2020,"RT @faznet: In #China breitet sich ein neuartiges #Corona-Virus aus, auch Peking ist nun betroffen. Nach neuen Informationen hat sich die Z…",0.0,0.0
190,190,Mon Jan 20 23:59:13 +0000 2020,"RT @ajmm19923493: Inside #China #Wuhan isolation ward: the patient said “this is the situation. No big deal. Fxxk u, why makes it so scary?…",0.0,0.1
192,192,Mon Jan 20 23:59:13 +0000 2020,"RT @SBSNews: The chief medical officer says while additional safety measures will be taken, the risk posed to Australians by a new strain o…",0.06818181818181818,0.22727272727272727
193,193,Mon Jan 20 23:59:12 +0000 2020,RT @doctormacias: Aquí buscan detectar pasajeros con infección por el nuevo coronavirus en vuelo doméstico de China. https://t.co/TpuzgDpkhi,0.0,0.0
194,194,Mon Jan 20 23:59:12 +0000 2020,"RT @MirabelleCerise: #coronavirus

Qu'il fait bon vivre dans ce monde🙄
Guerres, attentats, réchauffement climatique, grèves, violences, mis…",0.0,0.0
197,197,Mon Jan 20 23:59:12 +0000 2020,The World Health Organization will convene an emergency committee meeting Wednesday to determine if to declare the… https://t.co/4DaEBo4u1Y,0.0,0.0
199,199,Mon Jan 20 23:59:11 +0000 2020,"RT @sbschinese: “无需惊慌，这种新型冠状病毒对澳大利亚公众的风险仍然较低”，“尽管如此，我们确实需要对局势进行预防性的积极监控。” 联邦卫生部首席医学官Brendan Murphy在周二早间的直播记者会上表示。
https://t.co/zPUIptVCwx",0.0,0.0
200,200,Tue Jan 21 23:59:59 +0000 2020,RT @mayogastro: El nuevo brote de coronavirus de Wuhan empezó a expandirse. No hay vacuna para este virus. Es importante tomar medidas prev…,0.0,0.0
201,201,Tue Jan 21 23:59:59 +0000 2020,"RT @CBCAlerts: Health authorities confirm 1st case of coronavirus in US. The virus, 1st detected in Wuhan, China last month, has now infect…",0.0,0.06666666666666667
202,202,Tue Jan 21 23:59:59 +0000 2020,RT @itsmepatiyok: There’s a new discovered virus named #coronavirus originated in China and there’s a chinese kid in Cebu who was been conf…,0.06818181818181818,0.22727272727272727
203,203,Tue Jan 21 23:59:58 +0000 2020,"RT @eugenegu: With the CDC confirming the first case of the Wuhan coronavirus here in the United States in Seattle, Washington, there are d…",0.25,0.3333333333333333
204,204,Tue Jan 21 23:59:58 +0000 2020,"@alberto8899 A Sudamérica ya llegó ése Corona Virus también.

Si nos vamos, mínimo que sea bromeando. 💀 https://t.co/n5kSNcACTo",0.0,0.0
206,206,Tue Jan 21 23:59:58 +0000 2020,RT @WHO: BREAKING: WHO Director-General @DrTedros will convene an Emergency Committee on the novel #coronavirus (2019-nCoV) under the Inter…,0.0,0.0
207,207,Tue Jan 21 23:59:58 +0000 2020,"RT @juliopatan09: Llegó el coronavirus a Estados Unidos. Aquí al lado. Le va a tocar controlarlo a los creadores de Dos Bocas, la resurrecc…",0.0,0.0
208,208,Tue Jan 21 23:59:58 +0000 2020,RT @Conflits_FR: 🔴 ALERTE INFO - Épidémie du #coronovirus dans le monde : le seuil d'alerte du #CDC (États-Unis) est relevé au niveau 2 (su…,0.0,0.0
209,209,Tue Jan 21 23:59:57 +0000 2020,nao consigo ouvir coronavírus sem lembrar da cerveja corona https://t.co/E0PH8RbSto,0.0,0.0
210,210,Tue Jan 21 23:59:56 +0000 2020,"RT @kurrless: uhmm can we talk about the new strain of corona virus becoming pandemic??? and recently, a case from cebu city was detected??…",0.19545454545454546,0.5181818181818182
211,211,Tue Jan 21 23:59:56 +0000 2020,"RT @trumptrain1111: BEWARE!

THE CHINA VIRUS HAS LANDED IN US!

CDC Confirms First U.S. Case of Deadly China Virus
#trumptrain1111 https://…",0.024999999999999994,0.3666666666666667
212,212,Tue Jan 21 23:59:56 +0000 2020,"RT @ActualidadRT: Coronavirus: ¿Una nueva amenaza para la humanidad?

Nuevo virus detectado en China se cobra 6 vidas y amenaza a otros paí…",0.0,0.0
214,214,Tue Jan 21 23:59:56 +0000 2020,"RT @CNNEE: ⚠️ CNN obtuvo imágenes tomadas dentro del mercado de mariscos en la ciudad china de Wuhan, donde las autoridades rastrearon el o…",0.0,0.0
215,215,Tue Jan 21 23:59:56 +0000 2020,"RT @howroute: #BreakingNews UPDATE: New video from the inside of isolation ward at the hospital in Wuhan, China. The number of confirmed #c…",0.2681818181818182,0.7272727272727273
216,216,Tue Jan 21 23:59:56 +0000 2020,RT @MaMechecastro74: OMS hace recomendaciones sobre pacientes con coronavirus | El Comercio https://t.co/vzP64NGWhP,0.0,0.0
218,218,Tue Jan 21 23:59:55 +0000 2020,RT @TheSpeaker2018: This is how they transport those infected with the deadly coronavirus virus that attacks the respiratory tract.This vir…,-0.2,0.4
220,220,Tue Jan 21 23:59:54 +0000 2020,Taxonomy browser (Swine acute diarrhea syndrome coronavirus) https://t.co/jKWBLiwPR5,0.6,0.9
221,221,Tue Jan 21 23:59:54 +0000 2020,"RT @alt_doh: Coronavirus is now in the Philippines. A Chinese kid in Cebu tested positive for it.

Just last week @SecDuque brushed off thi…",0.056818181818181816,0.178030303030303
222,222,Tue Jan 21 23:59:54 +0000 2020,First U.S. case of deadly coronavirus confirmed; Atlanta airport to begin screening passengers https://t.co/ZSmgDde9DS,0.15,0.5777777777777778
224,224,Tue Jan 21 23:59:53 +0000 2020,"RT @Renzodiazepin: A new coronavirus strain in our Cebu City. Increase intake of vitamin C guys and do hand hygiene more often. 

Most spre…",0.37878787878787873,0.48484848484848486
225,225,Tue Jan 21 23:59:53 +0000 2020,"RT @juliopatan09: -¿Cómo va a enfrentar la amenaza del coronavirus, señor presidente?
-90 por ciento de honestidad y 10 por ciento de exper…",0.0,0.0
226,226,Tue Jan 21 23:59:52 +0000 2020,RT @SuperMugatu: If some stock promoter somewhere doesn’t change their company name to Lime Pharmaceuticals and announce a treatment for th…,0.0,0.0
227,227,Tue Jan 21 23:59:52 +0000 2020,"RT @CBCAlerts: Latest on new coronavirus emerging from Wuhan, China: 6 now dead from the respiratory infection; stock prices of mask compan…",0.14545454545454545,0.5848484848484848
229,229,Tue Jan 21 23:59:52 +0000 2020,RT @reappropriate: I'm watching with a bit of hypervigilence as the coronavirus story develops. I remember the 2003 SARS outbreak that fuel…,0.0,0.0
230,230,Tue Jan 21 23:59:51 +0000 2020,"RT @Radio_Formula: ¿Lo predijeron Los Simpson? No sólo el #coronavirus llegó a América: ¡también los #memes!

➡️ https://t.co/F2LAIPI9ec ht…",0.0,0.0
