,date,text
0,Sun Jan 19 23:59:56 +0000 2020,RT @VOANews: China Reports 139 New Coronavirus Cases Over the Weekend https://t.co/bjGSHhtATa
1,Sun Jan 19 23:59:43 +0000 2020,"RT @CBCAlerts: China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical experts are s…"
2,Sun Jan 19 23:59:43 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
3,Sun Jan 19 23:59:41 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
4,Sun Jan 19 23:59:36 +0000 2020,😷 #coronavirus https://t.co/gJdutUteOe
5,Sun Jan 19 23:59:33 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
6,Sun Jan 19 23:59:27 +0000 2020,"RT @g1: Os sintomas são febre e cansaço, acompanhados de tosse seca e, em muitos casos, dificuldades respiratórias ==&gt; https://t.co/BIVQcR6…"
7,Sun Jan 19 23:59:26 +0000 2020,"RT @CBCAlerts: China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical experts are s…"
8,Sun Jan 19 23:59:15 +0000 2020,"CHINA REPORTA 17 NUEVOS CASOS DEL MISTERIOSO ""CORONAVIRUS"" https://t.co/plkNtoibjP"
9,Sun Jan 19 23:59:11 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
10,Sun Jan 19 23:59:09 +0000 2020,"RT @CBCAlerts: China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical experts are s…"
11,Sun Jan 19 23:59:09 +0000 2020,"RT @ChannelNewsAsia: JUST IN: Third #WuhanPneumonia death reported by China, virus confirmed to have spread to Beijing, Guangdong province…"
12,Sun Jan 19 23:59:02 +0000 2020,"RT @ChannelNewsAsia: JUST IN: Third #WuhanPneumonia death reported by China, virus confirmed to have spread to Beijing, Guangdong province…"
13,Sun Jan 19 23:58:59 +0000 2020,RT @faznet: Das Ausmaß der mysteriösen Lungenkrankheit in China ist wohl größer als bisher angenommen. Ausländische Experten schätzen die Z…
14,Sun Jan 19 23:58:56 +0000 2020,"RT @MMKavanagh: Still true: border screenings are largely ineffective against outbreaks like #Whuhan novel coronavirus.
Still true: politic…"
15,Sun Jan 19 23:58:54 +0000 2020,"RT @WHO: #China🇨🇳 has reported to WHO 139 new cases of the novel #coronavirus (2019-nCoV) in #Wuhan, #Beijing and #Shenzhen over the past t…"
16,Sun Jan 19 23:58:51 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
17,Sun Jan 19 23:58:48 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…
18,Sun Jan 19 23:58:40 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
19,Sun Jan 19 23:58:40 +0000 2020,"RT @CBCAlerts: China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical experts are s…"
20,Sun Jan 19 23:58:38 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…
21,Sun Jan 19 23:58:25 +0000 2020,"JUST IN: Third #WuhanPneumonia death reported by China, virus confirmed to have spread to Beijing, Guangdong provin… https://t.co/LEdWxrxOh6"
22,Sun Jan 19 23:58:18 +0000 2020,RT @faznet: Das Ausmaß der mysteriösen Lungenkrankheit in China ist wohl größer als bisher angenommen. Ausländische Experten schätzen die Z…
23,Sun Jan 19 23:58:11 +0000 2020,"RT @CBCAlerts: China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical experts are s…"
24,Sun Jan 19 23:58:02 +0000 2020,"RT @WHO: #China🇨🇳 has reported to WHO 139 new cases of the novel #coronavirus (2019-nCoV) in #Wuhan, #Beijing and #Shenzhen over the past t…"
25,Sun Jan 19 23:57:57 +0000 2020,2020-01-20 02:51:59 Health Commission of Guangdong Province announced: 2 confirmed on  #WuhanPneumonia… https://t.co/2iiUHLg9lt
26,Sun Jan 19 23:57:56 +0000 2020,"RT @CBCAlerts: China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical experts are s…"
27,Sun Jan 19 23:57:52 +0000 2020,"RT @OliviaSiongCNA: Beijing has just confirmed two cases of the coronavirus, Chinese media reports"
28,Sun Jan 19 23:57:42 +0000 2020,"RT @CBCAlerts: China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical experts are s…"
29,Sun Jan 19 23:57:41 +0000 2020,Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days https://t.co/yey8bjpasG https://t.co/jOYY93WBoW
30,Sun Jan 19 23:57:39 +0000 2020,"RT @Rover829: SHANGHAI, Jan 20 (Reuters) - China on Monday reported 139 new cases of pneumonia over the weekend, caused by the outbreak of…"
31,Sun Jan 19 23:57:34 +0000 2020,"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A: https://t.co/PKzKaO2yfK https://t.co/eNhlhR0PEq"
32,Sun Jan 19 23:57:33 +0000 2020,US airports screen passengers as coronavirus outbreak expands https://t.co/VpLbIYLonj #news https://t.co/FXV2YGI0Wk
33,Sun Jan 19 23:57:30 +0000 2020,"RT @MariettaDaviz: The true scale of the SARS-like virus in China is likely far bigger than reported, some estimates 1,723 people infected.…"
34,Sun Jan 19 23:57:28 +0000 2020,"China is reporting 139 new cases of pneumonia, caused by the outbreak of a new coronavirus strain that medical expe… https://t.co/fofNC8z7N7"
35,Sun Jan 19 23:57:24 +0000 2020,RT @strangegarden7: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News https://t.co/7tg…
36,Sun Jan 19 23:57:23 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
37,Sun Jan 19 23:57:22 +0000 2020,RT @W7VOA: Beijing Daxing Health Commission confirms 2 #coronavirus cases; Guangdong Province confirms 1 case. #China
38,Sun Jan 19 23:57:19 +0000 2020,"RT @WHO: As more novel #coronavirus (2019-nCoV) cases are identified and more analysis undertaken, we will get a clearer picture of disease…"
39,Sun Jan 19 23:57:17 +0000 2020,Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News https://t.co/2Ytp2gqBK1
40,Sun Jan 19 23:57:16 +0000 2020,RT @HuarenNews: 帝国理工的流行病学者估算，#武汉肺炎 的新冠状病毒的实际感染者，大约有1700例，远多于公布数字。其计算模型是根据境外发现的外国游客数量，以及武汉天河机场每天出入境的国际游客数量，估算出感染概率，再根据武汉市的总人口数，算出实际发病人数。英国人又…
41,Sun Jan 19 23:57:12 +0000 2020,"RT @WHO: For the first time, there are novel #coronavirus (2019-nCoV) cases reported outside of #Wuhan, within #China🇨🇳.
These cases were i…"
42,Sun Jan 19 23:57:01 +0000 2020,"RT @WHO: #China🇨🇳 has reported to WHO 139 new cases of the novel #coronavirus (2019-nCoV) in #Wuhan, #Beijing and #Shenzhen over the past t…"
43,Sun Jan 19 23:57:00 +0000 2020,"RT @WHO: #China🇨🇳 has reported to WHO 139 new cases of the novel #coronavirus (2019-nCoV) in #Wuhan, #Beijing and #Shenzhen over the past t…"
44,Sun Jan 19 23:56:56 +0000 2020,"RT @WHO: #China🇨🇳 has reported to WHO 139 new cases of the novel #coronavirus (2019-nCoV) in #Wuhan, #Beijing and #Shenzhen over the past t…"
45,Sun Jan 19 23:56:48 +0000 2020,"RT @OliviaSiongCNA: Beijing has just confirmed two cases of the coronavirus, Chinese media reports"
46,Sun Jan 19 23:56:44 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
47,Sun Jan 19 23:56:44 +0000 2020,RT @W7VOA: Beijing Daxing Health Commission confirms 2 #coronavirus cases; Guangdong Province confirms 1 case. #China
48,Sun Jan 19 23:56:43 +0000 2020,"RT @CGTNOfficial: Beijing has confirmed that for the first time, two people have been diagnosed with the #coronavirus. They have a history…"
49,Sun Jan 19 23:56:43 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend."
50,Sun Jan 19 23:56:41 +0000 2020,"RT @WHO: #China🇨🇳 has reported to WHO 139 new cases of the novel #coronavirus (2019-nCoV) in #Wuhan, #Beijing and #Shenzhen over the past t…"
51,Sun Jan 19 23:56:39 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend."
52,Sun Jan 19 23:56:36 +0000 2020,"RT @BNONews: BREAKING: Japan reports 1st case of infection with new type of coronavirus, making it the 2nd case outside of China - Kyodo"
53,Sun Jan 19 23:56:35 +0000 2020,RT @GordonGChang: The #WuhanPneumonia has now spread across #China. This coronavirus will infect even more during the upcoming Lunar New Ye…
54,Sun Jan 19 23:56:32 +0000 2020,"RT @nytimes: Chinese authorities said on Sunday that 17 more people had been infected with a mysterious new virus, raising questions about…"
55,Sun Jan 19 23:56:30 +0000 2020,RT @strangegarden7: Rapidly spreading: Chinese authorities confirm 136 NEW cases of deadly virus in 2 days — RT World News https://t.co/7tg…
56,Sun Jan 19 23:56:24 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend."
57,Sun Jan 19 23:56:21 +0000 2020,RT @W7VOA: Beijing Daxing Health Commission confirms 2 #coronavirus cases; Guangdong Province confirms 1 case. #China
58,Sun Jan 19 23:56:18 +0000 2020,"RT @WHO: WHO urges countries to continue preparedness activities for the novel #coronavirus (2019-nCoV), and continue sharing of informatio…"
59,Sun Jan 19 23:56:16 +0000 2020,"RT @WHO: Practise #FoodSafety:
Even in areas experiencing outbreaks, 🥩🍗 meat products can be safely consumed if these items are cooked thor…"
60,Sun Jan 19 23:56:13 +0000 2020,China steps up efforts to contain growing coronavirus outbreak - https://t.co/hhQDdIP7xj https://t.co/ngMIRBHL0W
61,Sun Jan 19 23:56:08 +0000 2020,"RT @WHO: Protect yourself &amp; others from getting sick:
5⃣ Practice #FoodSafety 🍽 

👉🏼 https://t.co/Dcv7C9iBGy

#coronavirus https://t.co/8Fp…"
62,Sun Jan 19 23:56:04 +0000 2020,"RT @OliviaSiongCNA: Beijing has just confirmed two cases of the coronavirus, Chinese media reports https://t.co/oUrDgel5qH"
63,Sun Jan 19 23:56:04 +0000 2020,"RT @nytimes: Chinese authorities said on Sunday that 17 more people had been infected with a mysterious new virus, raising questions about…"
64,Sun Jan 19 23:56:01 +0000 2020,RT @Potrblog: Interesting that #Dogs / #DogMeat are left out as the probable source of the #SARS like #coronavirus outbreak spreading from…
65,Sun Jan 19 23:55:58 +0000 2020,"RT @WHO: Protect others from getting sick:
2⃣ Completely cover your mouth &amp; nose with a tissue or a sleeve or flexed elbow when coughing or…"
66,Sun Jan 19 23:55:58 +0000 2020,"RT @WHO: How to handwash?
Use 🧼 and water for at least 40-60 seconds

How to handrub?
Use alcohol-based handrub 🧴 for 20-30 seconds 

#coro…"
67,Sun Jan 19 23:55:54 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…
68,Sun Jan 19 23:55:50 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…
69,Sun Jan 19 23:55:50 +0000 2020,"RT @W7VOA: According to health officials in Wuhan, #China, 136 new cases of the #coronavirus emerged during the weekend."
70,Sun Jan 19 23:55:44 +0000 2020,"RT @nytimes: Chinese authorities said on Sunday that 17 more people had been infected with a mysterious new virus, raising questions about…"
71,Sun Jan 19 23:55:43 +0000 2020,@AmbCuiTiankai Bio warfare. Observations https://t.co/scsGURSk7K
72,Sun Jan 19 23:55:42 +0000 2020,"RT @hayesluk: 59 new cases on 18th
77 new cases on 19th
1 new dead case

66 male 70 female

25 yo to 89 yo

onset before 18th jan

total ca…"
73,Sun Jan 19 23:55:35 +0000 2020,Los #coronavirus causan desde gripa hasta enfermedad grave. Para reducir riesgo:👏🏽Higiene de manos 😤Tapa boca-nariz… https://t.co/e2KWpiw3xq
74,Sun Jan 19 23:55:31 +0000 2020,"RT @WHO: Wash your 🖐🏼 with 🧼 and running water when hands are visibly dirty.

If your 🖐🏼 are not visibly dirty, wash them with 🧼 and water…"
75,Sun Jan 19 23:55:22 +0000 2020,"RT @BNONews: BREAKING: Chinese city of Wuhan reports 136 new cases of new type of coronavirus, raising total there to 198"
76,Sun Jan 19 23:55:21 +0000 2020,"RT @nytimes: Chinese authorities said on Sunday that 17 more people had been infected with a mysterious new virus, raising questions about…"
77,Sun Jan 19 23:55:20 +0000 2020,"RT @WHO: As more novel #coronavirus (2019-nCoV) cases are identified and more analysis undertaken, we will get a clearer picture of disease…"
78,Sun Jan 19 23:55:18 +0000 2020,"RT @WHO: Q: What is a #coronavirus?

A: Coronaviruses are a large family of viruses that are known to cause illness ranging from the common…"
79,Sun Jan 19 23:55:13 +0000 2020,"RT @WHO: Q: What can I do to protect myself from #coronavirus?

A: https://t.co/PKzKaO2yfK https://t.co/eNhlhR0PEq"
80,Sun Jan 19 23:55:06 +0000 2020,RT @annie_sparrow: C3P--Coronavirus #3 causing Pneumonia--was born in Wuhan market in early Dec. 17 new local cases &amp; 3 suspected cases in…
81,Sun Jan 19 23:55:00 +0000 2020,"RT @nytimes: Chinese authorities said on Sunday that 17 more people had been infected with a mysterious new virus, raising questions about…"
82,Sun Jan 19 23:54:50 +0000 2020,RT @Kabar24: China: Wabah Coronavirus Masih Dapat Dikendalikan https://t.co/iyuMnaBCLJ
83,Sun Jan 19 23:54:35 +0000 2020,"RT @CEPIvaccines: As more cases of the novel coronavirus 2019-nCoV emerge, our CEO, Richard Hatchett, discusses how rapid genetic sequencin…"
84,Sun Jan 19 23:54:33 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…
85,Sun Jan 19 23:54:29 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
86,Sun Jan 19 23:54:20 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
87,Sun Jan 19 23:54:19 +0000 2020,"RT @WHO: #China🇨🇳 has reported to WHO 139 new cases of the novel #coronavirus (2019-nCoV) in #Wuhan, #Beijing and #Shenzhen over the past t…"
88,Sun Jan 19 23:54:17 +0000 2020,"RT @dw_espanol: #China 🇨🇳 reportó más casos de pacientes con misterioso brote de #coronavirus

El británico @imperialcollege
 @MRC_Outbreak…"
89,Sun Jan 19 23:54:15 +0000 2020,RT @lopezdoriga: #LoMásLeído OMS activa alerta mundial en hospitales por nuevo coronavirus https://t.co/YVw7awmT0q
90,Sun Jan 19 23:54:10 +0000 2020,"🔘 HAH! Bİ SEN EKSİKTİN: #SARS VİRÜSÜ!
☑ https://t.co/WevO5VrPHE"
91,Sun Jan 19 23:54:10 +0000 2020,RT @WHO: Reduce your risk of #coronavirus infection: https://t.co/ZwyFVwY6EU
92,Sun Jan 19 23:54:02 +0000 2020,"A confirmed case of novel coronavirus has been detected in Japan. Here's what you need to know about the virus.

https://t.co/xFxHsDyR8S"
93,Sun Jan 19 23:53:57 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
94,Sun Jan 19 23:53:45 +0000 2020,Alerta internacional ante nuevo coronavirus chino https://t.co/Yl2lcbbqLN
95,Sun Jan 19 23:53:38 +0000 2020,Follow on tweet- “Reuters: The Wuhan Municipal Health Commission said in a statement that 136 cases of coronavirus… https://t.co/eba2oxEDIJ
96,Sun Jan 19 23:53:35 +0000 2020,"https://t.co/6HKjoBl54I

As of 22:00 on January 19th, 198 cases of #WuhanPneumonia have been reported in our city,… https://t.co/8W1EpCKgvy"
97,Sun Jan 19 23:53:22 +0000 2020,RT @globaltimesnews: #Breaking: 136 more people were confirmed to have been infected by the new type of #coronavirus from Saturday to Sunda…
98,Sun Jan 19 23:53:22 +0000 2020,RT @marynmck: Crucial thread from biosecurity and epidemics expert @T_Inglesby on the sudden big jump in case numbers of the new coronaviru…
99,Sun Jan 19 23:53:01 +0000 2020,"RT @BNONews: BREAKING: Chinese city of Wuhan reports 136 new cases of new type of coronavirus, raising total there to 198"
100,Mon Jan 20 23:59:59 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
101,Mon Jan 20 23:59:58 +0000 2020,https://t.co/qzKxGn2sWL
102,Mon Jan 20 23:59:58 +0000 2020,RT @WHO: Reduce your risk of #coronavirus infection: https://t.co/ZwyFVwY6EU
103,Mon Jan 20 23:59:57 +0000 2020,RT @MerlinofCanada: New Chinese virus 'will have infected hundreds' #coronavirus https://t.co/Heph3BKAyN
104,Mon Jan 20 23:59:57 +0000 2020,RT @PatheNeuro: เอาแล้วไง   https://t.co/EfSrqZdtV1
105,Mon Jan 20 23:59:57 +0000 2020,@JapaDoBonor0 @JapaDoBonor0  o que é esse coronavirus? E se cuida ae japa. Tome mt cuidado.
106,Mon Jan 20 23:59:57 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
107,Mon Jan 20 23:59:56 +0000 2020,RT @NewsHour: The head of a Chinese government expert says human-to-human transmission has been confirmed in an outbreak of a new coronavir…
108,Mon Jan 20 23:59:56 +0000 2020,"RT @howroute: BREAKING NEWS: This is not a scene from some apocalyptic horror movie, this is a #coronavirus outbreak in China. The SARS lik…"
109,Mon Jan 20 23:59:56 +0000 2020,RT @SkyNewsBreak: World Health Organisation says emergency meeting in Geneva on Wednesday will discuss whether new Coronavirus constitutes…
110,Mon Jan 20 23:59:56 +0000 2020,"RT @theage: Flights arriving in Australia from the Chinese city of Wuhan will now be met by biosecurity staff, to be screened for a Coronav…"
111,Mon Jan 20 23:59:55 +0000 2020,"RT @DrKwanEC: #公共衛生 

在 #SARS 疫症時為港人認識的呼吸科專家鍾南山指引起 #武漢肺炎 的冠狀病毒🦠能人傳人散播。

A expert in respiratory diseases from China - #ZHONGNanshan said no…"
112,Mon Jan 20 23:59:55 +0000 2020,RT @PatheNeuro: เอาแล้วไง   https://t.co/EfSrqZdtV1
113,Mon Jan 20 23:59:55 +0000 2020,"RT @puce57500: Le #coronavirus chinois semble devenir un vrai problème. La transmission inter humaine est officiellement validée.
 https://…"
114,Mon Jan 20 23:59:54 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
115,Mon Jan 20 23:59:53 +0000 2020,I’ve cancelled my delivery!  #coronavirus #popalongnow https://t.co/hFhuw3OaCC
116,Mon Jan 20 23:59:52 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
117,Mon Jan 20 23:59:50 +0000 2020,"RT @ZulmaCucunuba: Como muchos, estoy fascinada 🤩 y algo preocupada 😦 por lo que la ciencia abierta en solo 17 días nos ha permitido entend…"
118,Mon Jan 20 23:59:50 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
119,Mon Jan 20 23:59:49 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
120,Mon Jan 20 23:59:49 +0000 2020,"RT @observint: CORONAVÍRUS: Já foram confirmados + de 200 casos desse misterioso novo vírus, incluindo 3 mortes. O vírus se espalha por con…"
121,Mon Jan 20 23:59:49 +0000 2020,RT @love_Thai_555: Mr Shorley had to be transported to hospital by a specialised seaplane because his lung had collapsed and he could not c…
122,Mon Jan 20 23:59:48 +0000 2020,"Lo último que necesitaba saber, un nuevo virus parecido al sars se está propagando en Asia *siente un escalofríos* #coronavirus"
123,Mon Jan 20 23:59:47 +0000 2020,RT @RPPNoticias: 🔴 ¡ATENCIÓN! China está viviendo una emergencia sanitaria que ha alarmado a la Organización Mundial de Salud. Este es el v…
124,Mon Jan 20 23:59:46 +0000 2020,RT @allezchezmouss: Le monde entier part en couilles total mais ça effraie personne ?#coronavirus
125,Mon Jan 20 23:59:45 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
126,Mon Jan 20 23:59:45 +0000 2020,"RT @amehta__: There were plague outbreaks in 1720, 1820, 1920....
This really isn’t our year #coronavirus https://t.co/YKjgmXJDUD"
127,Mon Jan 20 23:59:45 +0000 2020,"China: el ""coronavirus"" se transmite de persona a persona https://t.co/CLm60f0nEY"
128,Mon Jan 20 23:59:45 +0000 2020,"RT @armandoextremo: Sala de aislamiento del hospital de Wuhan, China. 
Brote de neumonía causada por un nuevo tipo de coronavirus en China…"
129,Mon Jan 20 23:59:43 +0000 2020,"RT @doctormosqueda: Abro hilo del nuevo coronavirus causante de brote de infecciones respiratorias en Wuhan, China. 
- Nuevo virus identifi…"
130,Mon Jan 20 23:59:42 +0000 2020,"RT @CNN: China has reported 139 new cases of pneumonia caused by a new strain of coronavirus, including a third death, as the outbreak spre…"
131,Mon Jan 20 23:59:42 +0000 2020,RT @love_Thai_555: A British tourist fighting for his life in Thailand is feared to be the first Western victim of the coronavirus sweeping…
132,Mon Jan 20 23:59:42 +0000 2020,"RT @kompasiana: Waspada Virus Corona Jenis Baru, Sudahkah Masuk ke Indonesia? Kenali Gejalanya https://t.co/2TzKg0Pr5p"
133,Mon Jan 20 23:59:42 +0000 2020,Coronavirus é aquele vírus da Corona cerveja mexicana né?
134,Mon Jan 20 23:59:41 +0000 2020,"RT @smh: Passengers arriving in Sydney from the Chinese city of Wuhan will be screened for coronavirus, which has already killed at least t…"
135,Mon Jan 20 23:59:41 +0000 2020,"RT @CNN: A new Chinese coronavirus, a cousin of the SARS virus, has infected more than 200 people since the outbreak began in Wuhan, China,…"
136,Mon Jan 20 23:59:41 +0000 2020,RT @lasillarota: Alerta en la #OMS por  virus #coronavirus  que inició en #China y que se extendió a otros tres países. https://t.co/qOStrc…
137,Mon Jan 20 23:59:41 +0000 2020,It started as a few cases of pneumonia in workers at a fish market in central China. Now a new virus has the world… https://t.co/L5FQCiFkvn
138,Mon Jan 20 23:59:40 +0000 2020,RT @CBCHealth: China confirms human-to-human transmission of new coronavirus https://t.co/Adyfi55RYb https://t.co/l8UWcD6rlo
139,Mon Jan 20 23:59:39 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
140,Mon Jan 20 23:59:39 +0000 2020,"RT @CulturaColectiv: ¿Están en peligro los Juegos Olímpicos?

https://t.co/1llz8T4rtA"
141,Mon Jan 20 23:59:38 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
142,Mon Jan 20 23:59:38 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
143,Mon Jan 20 23:59:38 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
144,Mon Jan 20 23:59:37 +0000 2020,RT @ReutersLatam: China confirma contagio entre humanos de coronavirus y OMS convoca a comité de emergencia https://t.co/CQkVNTmGx9 https:/…
145,Mon Jan 20 23:59:37 +0000 2020,"RT @ezracheungtoto: #BREAKING: Pulmonology expert from China’s National Health Commission, Zhong Nanshan, has confirmed on a CCTV News prog…"
146,Mon Jan 20 23:59:36 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
147,Mon Jan 20 23:59:33 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
148,Mon Jan 20 23:59:31 +0000 2020,RT @doctarm: นักท่องเที่ยวชาวอังกฤษที่มาเที่ยวไทย อาจจะติดเชื้อ Corona virus อู่ฮั่น มีอาการป่วยที่เกาะพีพี ถูกส่งตัวมารักษาที่จ.ภูเก็ต อาจ…
149,Mon Jan 20 23:59:30 +0000 2020,#coronavirus Is it safe to drink @corona s? https://t.co/jmSdPJxeK6
150,Mon Jan 20 23:59:29 +0000 2020,RT @CBCAlerts: @CBCNews Update: A 4th person has died from pneumonia in the central Chinese city of Wuhan following the outbreak of a new c…
151,Mon Jan 20 23:59:28 +0000 2020,RT @YoVet_Oficial: Los Veterinarios conocemos bien a los #coronavirus. Durante el 2002/2003 uno de ellos el SARS-CoV causó más de 8.000 inf…
152,Mon Jan 20 23:59:28 +0000 2020,RT @PatheNeuro: เอาแล้วไง   https://t.co/EfSrqZdtV1
153,Mon Jan 20 23:59:27 +0000 2020,RT @teeratr: จีนออกมายอมรับแล้วว่า โรคปอดอักเสบจากเชื้อไวรัสโคโรนา สายพันธุ์ใหม่ ติดต่อจากคนสู่คน โดยเจ้าหน้าที่ด้านการแพทย์ที่ดูแลผู้ป่วย…
154,Mon Jan 20 23:59:27 +0000 2020,RT @MerlinofCanada: https://t.co/2l9JfoX3F4
